"","ensembl.id","Symbol","moduleColor","GS.AUC.urea","GS.creat.D2","GS.mIGF1","GS.hIGF1","p.GS.AUC.urea","p.GS.creat.D2","p.GS.mIGF1","p.GS.hIGF1","MM.violet","p.MM.violet","MM.black","p.MM.black","MM.darkgrey","p.MM.darkgrey","MM.darkmagenta","p.MM.darkmagenta","MM.turquoise","p.MM.turquoise","MM.brown","p.MM.brown","MM.darkred","p.MM.darkred","MM.darkorange","p.MM.darkorange","MM.saddlebrown","p.MM.saddlebrown","MM.paleturquoise","p.MM.paleturquoise","MM.skyblue3","p.MM.skyblue3","MM.steelblue","p.MM.steelblue","MM.pink","p.MM.pink","MM.orangered4","p.MM.orangered4"
"ENSMUSG00000010307","ENSMUSG00000010307","Tmem86a","steelblue",0.749147715312367,0.642380882527542,0.282737666076802,0.355380957603888,0.000346077666089316,0.00404350141419715,0.255611103057575,0.147825364746002,0.433835281427706,0.0720581739807322,-0.300179274659186,0.226171291997396,-0.688660956820115,0.00157581747510897,0.698954002888322,0.00124900603780005,-0.433446128535664,0.0723426629526749,0.358646104311487,0.143875104465521,-0.658954809429372,0.00293720016763055,0.304611200329986,0.219054605105954,0.0743952365268366,0.769232381209442,-0.0842683143413518,0.739552988012657,-0.272077672826241,0.274733204206555,0.74054365033635,0.000439926604854868,-0.291307909693042,0.24085925144589,-0.658844745315645,0.00294362378178455
"ENSMUSG00000110494","ENSMUSG00000110494",NA,"steelblue",0.358460052811798,0.0961048291101649,0.743831164567687,-0.348593744822556,0.14409821143348,0.704430734256722,0.000401823284328444,0.156274497399411,-0.224202740610635,0.371115371665031,0.334909802933017,0.174300293863941,-0.146753699549063,0.561183006081406,0.203152573031871,0.418797087112733,0.0799291724502539,0.752556421465343,0.0124475684277392,0.960902757706052,-0.144660733073681,0.566842045731636,0.046601251209102,0.854313761994408,0.185965075350715,0.460014409174037,-0.273289398207409,0.272516387926722,0.0211403256582814,0.93364440940524,0.826952878475493,2.31297654503548e-05,-0.30825774675879,0.213309113900514,-0.748752286290079,0.000349986540894866
"ENSMUSG00000025937","ENSMUSG00000025937","Lactb2","steelblue",0.0862922273861448,-0.0760696688181101,0.604936794695359,-0.342649039668408,0.73351045299725,0.764176112618066,0.00781903690958029,0.163941385690374,-0.332995033353986,0.17692968266572,0.505390341005638,0.0323951268438497,0.127993427385229,0.612761551217833,-0.0365681578281444,0.885457213882775,-0.0123527541125487,0.961200352288859,0.0905886170386715,0.720732948619934,-0.590301439627734,0.00990772711865524,-0.206277006975244,0.411521990653654,0.602464065914696,0.00814445174083671,-0.0724113742622352,0.77523450437316,-0.0129144802843507,0.95943732952319,0.814430725732198,3.87841799707904e-05,-0.625227111773301,0.00552551254741814,-0.496290788580456,0.0361825168692535
"ENSMUSG00000032420","ENSMUSG00000032420","Nt5e","steelblue",0.220627898910774,-0.054921972226841,0.524569656117089,-0.342053645014887,0.378990170944409,0.828638259083316,0.0254185930391074,0.164723093707008,-0.329328883724512,0.182038185810628,0.462790701455385,0.0531185783489272,0.108513380535921,0.668213375627104,-0.0297664052975322,0.906664335690938,0.0336427708513847,0.894569994628952,0.0762280243737259,0.763698393802667,-0.405570188542146,0.0949557171980498,-0.181438693067701,0.471198601829643,0.528370650986319,0.0241872364417724,-0.0277354484248985,0.913008935923534,0.0686573864401131,0.786625081563648,0.782804303473868,0.000122709336056197,-0.53320737784442,0.0226882927909748,-0.528464965676889,0.0241572866122564
"ENSMUSG00000027822","ENSMUSG00000027822","Slc33a1","steelblue",0.0792297859324113,-0.170990661358311,0.468224228805448,-0.341543927478956,0.754658370272874,0.49752188321247,0.0500294897968361,0.16539432273887,-0.198452894328171,0.429867491353834,0.327627437923377,0.184442211000437,0.247988020371378,0.321098050112074,-0.139155886629743,0.581842776374869,-0.230385572621499,0.35771420679476,0.387034849362454,0.112572998230448,-0.348149898633609,0.156838287961109,-0.534609101926162,0.0222677798086983,0.776427111752305,0.00015134176561441,-0.24917487853934,0.318711838929163,0.493599531825294,0.037365360550959,0.792241590137427,8.8815957159267e-05,-0.810630687472674,4.5032386473713e-05,-0.299155378819732,0.227836354561649
"ENSMUSG00000039470","ENSMUSG00000039470","Zdhhc2","steelblue",0.156898612794115,-0.0253102466646622,0.363502157971534,-0.340277075353535,0.534109126799807,0.920591667398522,0.138136142731069,0.167070631740337,-0.181825591608353,0.470237362161862,0.285856869036382,0.25017797404035,0.146026932785792,0.563145265629267,-0.0878705623749491,0.728808524155181,-0.124673967104262,0.622080618121957,0.270123921512528,0.278330864029605,-0.377349743447679,0.122649383790843,-0.325498120683363,0.187480534353205,0.603597027478819,0.00799402363729069,-0.33984155052828,0.167649572365868,0.25769969068719,0.301881909784167,0.741799308622881,0.00042503032349633,-0.578498053879402,0.0118997259455343,-0.349642792889718,0.154947472918031
"ENSMUSG00000024766","ENSMUSG00000024766","Lipo3","steelblue",0.369562170455437,0.0249996550658943,0.673240231756936,-0.332578162153105,0.131200090217461,0.921563259567411,0.00219563742779033,0.17750565041274,-0.248344619914799,0.320379992930645,0.395934474000206,0.103845942879399,-0.103534487527966,0.682667068618013,0.190977788241766,0.447786965706721,-0.0215823226877626,0.9322600451251,0.132621547367287,0.599862576792819,-0.352079146357173,0.15189537330985,-0.0736143600944853,0.771593432789676,0.433772122348625,0.0721042899615996,-0.0738860420751484,0.770771759612105,0.0826270090689041,0.744463918405351,0.934690264207983,1.35430402248963e-08,-0.555985150560357,0.0165793144639534,-0.735756583125111,0.000500801223003207
"ENSMUSG00000112275","ENSMUSG00000112275",NA,"steelblue",0.228676518588359,-0.0829956278534541,0.505680375682199,-0.331548490275753,0.361390724255203,0.743360154102817,0.032279661402369,0.178933684998055,-0.225871034005233,0.367472011196728,0.321229752743046,0.193671003621302,0.016824613517486,0.947170451454595,0.0480164198949997,0.849936377969894,-0.0180010355697486,0.943481868964305,0.136117192029224,0.590194208884502,-0.266107930972142,0.285816345590353,-0.173860494157386,0.490221927220788,0.421004227003466,0.081882057844425,-0.125033430208885,0.621068782862484,0.168926702978519,0.502804030061019,0.783596850636723,0.000119495236198698,-0.453498899121157,0.0587312083461309,-0.611240452998679,0.00703670203954236
"ENSMUSG00000048706","ENSMUSG00000048706","Lurap1l","steelblue",0.288797836477624,0.0567876891366027,0.652644531983121,-0.330223538502381,0.245122491433117,0.822902849973054,0.00332458545764834,0.180782552072833,-0.21288616752842,0.396358289456863,0.375598602232541,0.12453693288649,-0.0527140259427856,0.835436365627415,0.137611642630366,0.586080689202094,-0.110811837846504,0.661577888077073,0.249399498283836,0.318261417212213,-0.421382856463382,0.0815788508426432,-0.177644599869845,0.480676522612832,0.567361510374954,0.0140607360309731,-0.0836632380145877,0.74136232543626,0.174082287910738,0.489659927474142,0.871784415533198,2.43735726960327e-06,-0.687864078410627,0.00160382125595367,-0.542588184213855,0.019989066412626
"ENSMUSG00000019810","ENSMUSG00000019810","Fuca2","steelblue",0.763556654407792,0.61291484137594,0.463866772983464,0.32874019191744,0.000226592231982699,0.00683991469832118,0.0524956870186545,0.182867581290947,0.290588722686722,0.242075907113723,-0.108759078827866,0.667502932955235,-0.667278069092169,0.00248368378274163,0.732818668521491,0.000541543939181832,-0.329387017424497,0.181956419276811,0.258451145818227,0.30042448318431,-0.673051081147223,0.00220433188690277,0.349432910277001,0.155212350232481,0.10497720870397,0.678467773779312,0.122642332193746,0.627811450545934,-0.316032204026012,0.201389976074184,0.853962974605857,6.51014582314819e-06,-0.35281214716731,0.150985259936233,-0.767551363439425,0.0002004509651729
"ENSMUSG00000020664","ENSMUSG00000020664","Dld","steelblue",0.523290748787356,0.352139743556413,0.231967058202634,0.326645364015226,0.025843711185006,0.151819991663393,0.354331123720863,0.185839418988668,0.223267500661382,0.37316664293398,-0.0984770611582298,0.697457060073366,-0.300482690760931,0.225679384884769,0.405280531169693,0.0952146591352469,-0.371960801296415,0.128523241131177,0.31863369935734,0.197501550638654,-0.453508046981391,0.0587254729623946,-0.0235220312427049,0.926186985266985,0.260188962407086,0.297070280009842,0.00521539209784096,0.983613809462213,0.0580374548817523,0.819065692501139,0.604655433708557,0.00785552659807693,-0.445742161564773,0.0637471511289485,-0.426600330379777,0.0774839223654585
"ENSMUSG00000011179","ENSMUSG00000011179","Odc1","steelblue",0.281808400947725,-0.0507256838362335,0.662501535467408,-0.317143666515435,0.257243916846057,0.841567853148571,0.00273628272986635,0.199722571019341,-0.154657167238804,0.540039248519198,0.271709003132839,0.275409872638815,-0.057368766950541,0.821118285049851,0.119879786668301,0.635636601336729,-0.104007580993248,0.681289062071514,0.250388244984166,0.316283197343801,-0.207794508941775,0.408013149097461,-0.208528787528385,0.406321109811882,0.449909283886992,0.0610143179153002,-0.109577066055957,0.665139643535242,0.279786074264606,0.260819871845663,0.881544718060081,1.33571798642086e-06,-0.559645503669682,0.0157328651344855,-0.612688754933419,0.00686622304543296
"ENSMUSG00000056749","ENSMUSG00000056749","Nfil3","steelblue",0.0416894083860051,-0.263563525550702,0.236477016478448,-0.314779404390548,0.869537692637213,0.290621798939239,0.344784218877946,0.203280364837318,-0.194433025864102,0.439456841940827,0.241858697484442,0.333588103220132,0.145773181549503,0.563831092964106,-0.146516130703646,0.561824109803031,-0.00639538232058436,0.979907051785345,0.157021732695553,0.533784254738331,-0.0947522233031901,0.708417107594098,-0.287747007624642,0.246921367084531,0.390126994383781,0.109483748989252,-0.19203225724333,0.445236234574287,0.276783264161893,0.266186494542409,0.524456746773514,0.0254559039686749,-0.347790713547771,0.157295555967723,-0.3438788330998,0.162334753093593
"ENSMUSG00000092500","ENSMUSG00000092500",NA,"steelblue",0.797802526899477,0.621928642809804,0.499575609492858,0.312703182878237,7.28489898205289e-05,0.0058555770162974,0.0347780267214649,0.206438834344299,0.33906432666676,0.168686105981354,-0.177152866794819,0.481911726211805,-0.686846756256192,0.00164016957167688,0.743983590172242,0.000400126134883363,-0.387063493781821,0.112544099346026,0.359959688638858,0.142306693143763,-0.489567386653366,0.0391927903664808,0.267652289278329,0.282923400064478,0.10509280627886,0.678131694366102,0.00781159722184859,0.975458754062261,-0.0984695636843843,0.697479064509383,0.826901887618368,2.31803896865513e-05,-0.406080216887481,0.0945010099466104,-0.737298764716957,0.0004804641459313
"ENSMUSG00000021906","ENSMUSG00000021906","Oxnad1","steelblue",0.465751816632819,0.20160591047061,0.107250370808934,0.308971284889343,0.0514178075370242,0.422423517033025,0.671869623953884,0.212196460865966,0.0901592360565985,0.722006832582296,-0.0300174070146895,0.905880585449931,-0.211425707607372,0.399682582591342,0.285018144028795,0.251631679746073,-0.106137506484538,0.675097042056959,0.0809437214284291,0.749510222931633,-0.13554861487919,0.591762378876972,0.0880560574381347,0.728256526970702,0.0211378010824211,0.933652317069805,0.0349499483713502,0.890496428275188,-0.0319732824538408,0.89977627225812,0.42545635136103,0.0783685643980579,-0.122318621117852,0.628726459241728,-0.340012361597395,0.167422352412963
"ENSMUSG00000060708","ENSMUSG00000060708","Bloc1s4","steelblue",0.396048117380164,0.123744473955328,0.51094555837009,-0.308891455907037,0.103737738684254,0.624699990189125,0.0302382821218561,0.212320753553754,-0.156616876807053,0.534852872294204,0.212776326056299,0.396607784837212,-0.0707083713048403,0.780396596120557,0.105126262851132,0.678034436107205,0.0634302655260605,0.802553969440607,0.0673168769300859,0.790702671665412,0.0413671490610272,0.870538099486555,-0.0126220236087984,0.960355206464854,0.159403499223861,0.527517370192873,-0.188860905639573,0.452930187172217,0.15336517624203,0.543470877029413,0.554621559539072,0.0169036977184486,-0.22329127916338,0.373114410952017,-0.4418060189203,0.0664112610162349
"ENSMUSG00000019832","ENSMUSG00000019832","Rab32","steelblue",0.0906091556597597,-0.00803977961229844,0.462850938798498,-0.304546120092725,0.720672032307886,0.974742099715871,0.0530835631544073,0.219158046820871,-0.096127321313693,0.70436450725841,0.263773901874471,0.290222626205264,0.142317201255749,0.573207698904857,-0.0499785616461858,0.843874030655073,-0.300762351430647,0.22522660159806,0.437329228799834,0.0695408271746965,-0.502626286566914,0.0335115931883644,-0.453944509649695,0.0584523133524633,0.782986351812747,0.000121964654104094,-0.207394801629154,0.408935807033893,0.408543211595155,0.0923273021791863,0.75427686083761,0.000298608327617133,-0.820664663595807,3.01322059810105e-05,-0.286182873147482,0.249614364538201
