"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000052681",1965.47178498428,-1.04837551811733,0.261371796852783,-4.01105065940923,6.04491365875406e-05,0.00111333118623149
"ENSMUSG00000038876",79.6456880817656,-1.15910183836948,0.312318394719899,-3.71128264606065,0.000206211690683327,0.00285104564967297
"ENSMUSG00000084899",4.65423927484635,-2.43926975513872,0.93476954361768,-2.60948783771712,0.00906778693545887,0.0483894213974751
"ENSMUSG00000035365",5.39576528437082,2.27975272178755,0.747841891067894,3.04844212261517,0.00230031218735729,0.0178393176185053
"ENSMUSG00000019787",14.4661287972297,-1.68186015109643,0.600626305106841,-2.80017730957896,0.00510745438676427,0.0319962811025984
"ENSMUSG00000112855",7.87195326987837,-5.09455562609688,1.31821586692888,-3.86473547611434,0.00011120965679754,0.00179727961082018
"ENSMUSG00000036764",3907.37375411811,-1.34780658570771,0.342980029084414,-3.929694067919,8.50540071537271e-05,0.00145515804332272
"ENSMUSG00000039480",442.061242997874,-1.11435115297929,0.269643280570662,-4.13268652799698,3.58547579596067e-05,0.000750502746494725
"ENSMUSG00000037876",362.23018137006,-1.0221756875203,0.313908369606415,-3.2562868228137,0.00112879659118857,0.0104424002752504
"ENSMUSG00000019942",66.7563674810371,1.69232409655568,0.444824550903601,3.80447547941756,0.00014210498726711,0.00213854799053798
"ENSMUSG00000112639",41.8144589868378,1.26616473467336,0.426709465883741,2.9672759474671,0.0030045117134674,0.0217582545947383
"ENSMUSG00000040441",70.393525333717,1.44939524343965,0.380316109006745,3.81102774537996,0.000138390231843772,0.00210554300369474
"ENSMUSG00000019966",202.311258870321,-1.23992028798777,0.26679908035941,-4.64739341049246,3.36155691276665e-06,0.000122376391135449
"ENSMUSG00000040280",246.868128920503,1.46560412512397,0.255366482659983,5.73921882722333,9.51142552815666e-09,1.21082241582024e-06
"ENSMUSG00000040258",98.9940199368802,1.0374602682758,0.252994042231081,4.10073003746152,4.11848799818732e-05,0.000831174014109813
"ENSMUSG00000112714",24.829975788014,-1.66898787648448,0.587394628818878,-2.84134003717476,0.0044924383173383,0.02912572568663
"ENSMUSG00000053830",96.3136526328583,-1.42029303470335,0.2923275894368,-4.85856650561,1.1823869319162e-06,5.45163869906966e-05
"ENSMUSG00000019888",5.5456133290125,-2.61310262849016,0.907586899092699,-2.87917623216293,0.00398715460063456,0.0267231775733259
"ENSMUSG00000019894",286.667399862092,-1.75098461770865,0.296797948016644,-5.89958464810699,3.6441777840598e-09,5.46383722423366e-07
"ENSMUSG00000035948",45.6846207028403,-1.882782191998,0.49858723358332,-3.7762342578781,0.000159217256839829,0.0023285523812825
"ENSMUSG00000112532",80.1363099496038,-1.25524663060708,0.244662756739721,-5.13051780881572,2.88946219851301e-07,1.77767794407604e-05
"ENSMUSG00000040540",284.609207358443,-1.16331146280648,0.339735574599219,-3.4241673518554,0.000616686317151451,0.00656620081297344
"ENSMUSG00002075122",9.31833937649767,2.67225977919432,0.724746836733456,3.68716308061254,0.000226768039128741,0.00308261375420071
"ENSMUSG00000044268",143.927768394026,-1.53124004045979,0.318600943297328,-4.80613781181053,1.53873852105547e-06,6.697979871975e-05
"ENSMUSG00000019997",1524.23408187647,-1.44695200420436,0.196616087902545,-7.35927573191038,1.84910731425759e-13,1.2475927049296e-10
"ENSMUSG00000020241",542.503822785373,1.96586562497615,0.251448181288527,7.8181739669073,5.35950893424372e-15,7.23212135586847e-12
"ENSMUSG00000001119",697.957462843398,1.37215011208212,0.181973017863282,7.54040422142709,4.68516904217178e-14,3.95135444094162e-11
"ENSMUSG00000001435",4053.97711649707,1.23480738541825,0.224934604450785,5.48962836746812,4.02780301758797e-08,3.65590855959633e-06
"ENSMUSG00000020308",1436.11837819125,1.14287762666374,0.354109962774653,3.22746532661392,0.00124892176342027,0.0112955430801563
